Document: NGTengFong_AthinaMarch42021.3dm
Variant: Untitled

WORKPLANE SENSORS
ptX,ptY,ptZ,dirX,dirY,dirZ,EML,Lux,M/P,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780
5.052813,0.3479506,0.7366,0,0,1,2103.345,2021.046,1.040721,0.009034444,0.00721071,0.0122169,0.01054763,0.02099838,0.02158677,0.023902,0.02437477,0.02365082,0.02221344,0.0194016,0.0235955,0.02427416,0.02665719,0.02985073,0.02965035,0.03046432,0.03060478,0.03116394,0.03101295,0.03123205,0.02874335,0.02923166,0.03021547,0.02843734,0.02922081,0.02939127,0.02689776,0.02711823,0.02746004,0.02909308,0.02832533,0.02919637,0.03025722,0.03043367,0.03078287,0.03033864,0.02996695,0.02928521,0.02848531,0.02725259,0.02678542,0.02507095,0.02552399,0.02478167,0.02496484,0.02441368,0.02326888,0.02380448,0.02281552,0.02267637,0.02221495,0.02193381,0.0215423,0.0211046,0.01992493,0.02088187,0.02092397,0.02092111,0.02105021,0.02114701,0.02114872,0.02144097,0.02119488,0.02087108,0.02048722,0.02011852,0.01941419,0.01875269,0.01855895,0.01783473,0.01752309,0.01667416,0.01063897,0.01032261,0.009991161,0.009608643,0.009304074,0.009048052,0.008728002,0.008495536
7.672426,-0.382223,0.7366,0,0,1,2369.897,2284.686,1.037297,0.009919626,0.007940037,0.01348589,0.01168223,0.0233528,0.02409597,0.02677699,0.02734452,0.02656616,0.02496951,0.02181144,0.02653677,0.02731409,0.03000275,0.03360127,0.03336882,0.03428423,0.03444651,0.03507672,0.03490256,0.03514532,0.03235652,0.03291225,0.03402692,0.03203284,0.03293687,0.03314139,0.03034248,0.03060737,0.03100266,0.03285739,0.03201256,0.03300969,0.03421515,0.03441625,0.03482316,0.03433601,0.03391286,0.03314021,0.0322381,0.03084069,0.03032402,0.02837588,0.02889847,0.02805864,0.02825514,0.02763704,0.02633714,0.02694679,0.02580262,0.02565227,0.02512869,0.02481428,0.02436306,0.02387904,0.02254621,0.02363303,0.02368249,0.02368338,0.0238378,0.02395036,0.02395058,0.02428292,0.02400538,0.02362763,0.02319854,0.02278,0.02198597,0.02123599,0.02101882,0.02019482,0.01985927,0.0188955,0.0116849,0.01133574,0.01097431,0.01055292,0.01022009,0.009937692,0.009589303,0.009333619
10.30826,-1.103251,0.7366,0,0,1,3427.087,3285.58,1.043069,0.01501342,0.0119791,0.02027515,0.01748857,0.03480252,0.03572451,0.03954105,0.04026767,0.03901514,0.03660727,0.03191019,0.03876767,0.03981115,0.04366945,0.0488422,0.04846378,0.04974605,0.04992843,0.05080286,0.05052173,0.05084821,0.04677822,0.04756683,0.0491466,0.04622922,0.04749469,0.04778336,0.04372546,0.04408599,0.04463623,0.04729231,0.04605608,0.04748812,0.0491908,0.04947352,0.05005793,0.04937079,0.04874934,0.04762499,0.04630101,0.04430654,0.04353924,0.04074303,0.04148764,0.04026528,0.04056958,0.0396619,0.03778839,0.03864213,0.03699555,0.03675007,0.03598384,0.03553268,0.03487733,0.03417214,0.03226197,0.03382229,0.03389307,0.03390734,0.03411706,0.03428505,0.03427193,0.03473359,0.03433815,0.03381078,0.03319363,0.03260666,0.03147189,0.03039774,0.03008348,0.02890629,0.02840528,0.02702745,0.01700145,0.0164833,0.01596284,0.01534173,0.01485357,0.01444797,0.01393763,0.01357037
11.91496,4.499842,0.7366,0,0,1,3092.071,2993.886,1.032795,0.0131335,0.01049544,0.01777947,0.01538249,0.03068479,0.03160055,0.03503612,0.03575941,0.03471408,0.03261236,0.02846502,0.0346297,0.03559478,0.03909156,0.04377154,0.04347713,0.04466932,0.04486462,0.04569957,0.04547096,0.04579448,0.04216884,0.0429192,0.04438191,0.04178846,0.04297267,0.04326794,0.03961805,0.03997255,0.04051958,0.04295674,0.04186755,0.04321021,0.04480479,0.04507362,0.0456332,0.04503017,0.04448101,0.04345753,0.0422554,0.04044711,0.03979642,0.03727835,0.03798388,0.03688941,0.03718084,0.03636762,0.03468183,0.03549402,0.03399183,0.03378241,0.03311844,0.03272894,0.03214259,0.0315147,0.02978073,0.03125629,0.03132677,0.03134251,0.03157814,0.03172752,0.03174767,0.03219721,0.03183862,0.03136564,0.03078332,0.03025418,0.02921069,0.02822709,0.02794263,0.02685776,0.02641389,0.02512106,0.01545182,0.014994,0.01453452,0.01396479,0.01352668,0.01317763,0.01270304,0.01237645
9.314184,5.300128,0.7366,0,0,1,1022.719,1029.851,0.9930753,0.00329209,0.002685506,0.00466135,0.004181426,0.008637019,0.009201044,0.01054103,0.01091502,0.01076251,0.01017269,0.008937227,0.01095691,0.01133776,0.012525,0.01410655,0.01406882,0.01450991,0.0146121,0.01492615,0.01487178,0.01502082,0.01388295,0.01417804,0.01471613,0.0139124,0.01436585,0.0145145,0.01334594,0.01352284,0.0137547,0.01462334,0.01430365,0.01481517,0.01541079,0.01556538,0.01575536,0.01556376,0.01539834,0.01506197,0.01465893,0.01405924,0.01386616,0.01300708,0.01326869,0.01290022,0.01300638,0.01274988,0.01217479,0.01247368,0.01196655,0.01191818,0.01171869,0.01160533,0.01142844,0.01123253,0.01063431,0.01117925,0.01121176,0.01122502,0.01131754,0.01138504,0.01140959,0.01160447,0.01147625,0.01130692,0.01108988,0.01089526,0.01052609,0.01017118,0.01008571,0.00969456,0.009551296,0.009106092,0.003972858,0.00386354,0.003748411,0.003607009,0.003495634,0.003411793,0.003290506,0.003214547
6.707351,6.093424,0.7366,0,0,1,572.4351,581.448,0.9844993,0.001589566,0.001315613,0.002309764,0.002119465,0.004478414,0.0048609,0.005664317,0.005915194,0.005871305,0.005566182,0.004905676,0.006029064,0.006258767,0.006930494,0.007829905,0.007822356,0.00808339,0.008147793,0.008333207,0.008307771,0.008398905,0.007767538,0.007941473,0.008256201,0.007809178,0.008073625,0.008165427,0.00751293,0.007614845,0.007750304,0.008244598,0.008072915,0.00836902,0.008710585,0.008804682,0.008903754,0.008779323,0.008685648,0.00849821,0.008270131,0.007942823,0.007837772,0.007354408,0.007502131,0.00729341,0.007358424,0.007212847,0.006900131,0.007078766,0.00680685,0.006794316,0.006691403,0.006638525,0.006544329,0.006445522,0.006103124,0.006420891,0.006433724,0.006439799,0.00649178,0.006530453,0.006556436,0.006674825,0.006604985,0.006507635,0.006376697,0.006259885,0.006047367,0.005839401,0.005789035,0.005571413,0.005493685,0.005241809,0.001711,0.001663658,0.001617484,0.00155609,0.001510849,0.001474284,0.001423493,0.001392195
6.724537,8.730864,0.7366,0,0,1,355.1035,350.4518,1.013273,0.001096398,0.0009001279,0.001566941,0.001424942,0.002987619,0.003217457,0.003725018,0.003872683,0.003820983,0.00360623,0.003164978,0.003871652,0.004003759,0.00441429,0.004970005,0.004946783,0.005095274,0.005121314,0.005220952,0.005187289,0.005230736,0.004827233,0.004922386,0.005102658,0.004816275,0.00496524,0.005010448,0.004597044,0.004651112,0.004721782,0.005012033,0.004900029,0.005069781,0.005263857,0.005309314,0.005361628,0.005278063,0.005210661,0.00508851,0.00494088,0.004742111,0.004674609,0.004381781,0.004462372,0.004333769,0.004370089,0.00427751,0.004088713,0.004189211,0.004024153,0.004011767,0.003949826,0.003915288,0.003857766,0.003798446,0.003592813,0.00377686,0.003782296,0.00378372,0.003813003,0.003834822,0.003847259,0.003910167,0.003869564,0.003809506,0.003732961,0.003663519,0.003535764,0.003413065,0.003383216,0.003255179,0.003208444,0.003060189,0.001027634,0.0009980007,0.0009700452,0.0009332088,0.0009061957,0.0008830486,0.0008532963,0.0008333504
9.325947,9.515363,0.7366,0,0,1,658.3648,644.3737,1.021713,0.002149582,0.001760456,0.003053615,0.002762546,0.005752415,0.00616183,0.007091324,0.007346826,0.007226542,0.006807445,0.005959567,0.007276762,0.007507578,0.008261341,0.009280924,0.009222371,0.009486412,0.009526365,0.009699581,0.009634633,0.009706133,0.008948885,0.009118118,0.009446194,0.008904763,0.009175476,0.009251578,0.008484821,0.008580066,0.008704451,0.009235837,0.009023163,0.009330109,0.009683379,0.009760264,0.009858768,0.009709609,0.009584297,0.009356155,0.009083098,0.008708745,0.008575655,0.008033784,0.008179395,0.007940682,0.008001629,0.007830179,0.007476,0.007651972,0.007340884,0.007309468,0.00718342,0.00711178,0.006999537,0.006883267,0.006508928,0.006836885,0.00685237,0.006854632,0.006906286,0.006943053,0.006958007,0.007067279,0.006987784,0.006879746,0.006742429,0.006615033,0.006389444,0.006165721,0.006109694,0.005876972,0.005791913,0.005522921,0.001912668,0.001856695,0.00180281,0.001733503,0.001680893,0.001637828,0.001581522,0.001543836
11.9377,10.28196,0.7366,0,0,1,1808.155,1701.704,1.062555,0.008188069,0.006525363,0.01101713,0.009521836,0.01899263,0.01954725,0.02165695,0.02203289,0.02130385,0.01992134,0.01729965,0.02096965,0.021467,0.02346485,0.02617455,0.02591267,0.02653388,0.02656564,0.02697529,0.02673292,0.0268592,0.02467053,0.02504933,0.02584355,0.02426426,0.02490281,0.02500987,0.02284107,0.02301296,0.02327145,0.0246104,0.02394893,0.02468056,0.02554628,0.02565179,0.0259095,0.02551668,0.02515228,0.02452962,0.02379849,0.02276407,0.02237998,0.02093226,0.02130422,0.02066241,0.02079946,0.02032228,0.01937193,0.01980741,0.01896144,0.01883678,0.01845998,0.01822394,0.01789356,0.01755666,0.01657735,0.01738988,0.01741626,0.01740986,0.01753038,0.01761023,0.0176129,0.0178459,0.01763434,0.01736944,0.01703038,0.01672598,0.0161403,0.01558603,0.01542578,0.01482366,0.01457573,0.01386441,0.007522536,0.007302486,0.007067034,0.006790121,0.006576231,0.006399682,0.006171767,0.006010693
