Viewname,X,Y,Z,nX,nY,nZ,EML,Lux,M/P,390,410,430,450,470,490,510,530,550,570,590,610,630,650,670,690,710,730,750,770
L1,5.04703145254,0.353925395362,1.04139999509,0.630651175976,0.593529343605,0.500001966953,270.3,347.6,0.777584,0.000184863777488,0.0012307184631,0.00210916821805,0.00304914221596,0.00359431523766,0.00386466638427,0.00411245225477,0.00445438261192,0.00511559517644,0.00513483577235,0.00523976551599,0.00532431668034,0.00525001570945,0.00510570373141,0.00469974957248,0.00405921871577,0.00188086711487,0.00105538573099,0.000331097614651,0.000165301507295
L2,7.66664457321,-0.376248240471,1.04139998555,0.630653321743,0.593528628349,0.500000178814,720.4,880.9,0.817812,0.000717116067832,0.0036573003376,0.00567642631556,0.00822289607454,0.00970614617708,0.0103730734094,0.0109377278612,0.0117050890797,0.0131885544313,0.0129434975518,0.0129079753392,0.012886063319,0.0124779922662,0.0118531737563,0.0106613213748,0.00887218067098,0.00491543858267,0.00296056917583,0.00148370521246,0.000893365068454
L3,10.3024735401,-1.09727578803,1.04139998220,0.630650937557,0.593529284,0.500002384186,2176.7,2481.8,0.877051,0.00315832660472,0.0131627423429,0.0183357834323,0.0259843099251,0.0301184689627,0.0314977226237,0.0325285598116,0.0340949833732,0.037534020333,0.0360604931472,0.035226083238,0.0346229386952,0.0330292124315,0.030775831795,0.0271907569713,0.0220443333467,0.0139624209547,0.00877691711172,0.00483920760085,0.00298217667707
cL1,6.71534275768,6.09571763121,1.04140000289,0.227346614003,-0.835650920868,0.500001072884,616.1,876.6,0.702838,0.00051198993928,0.00257009348201,0.00413125011619,0.00626394722531,0.00775120974824,0.00871680867359,0.00967392889966,0.0108986092652,0.0128866718008,0.0130880648252,0.0135575903179,0.0140442322822,0.0140449976122,0.0138049276138,0.0128047559078,0.010928729672,0.00664811728979,0.00420603803941,0.00227688978244,0.00142062541962
cL2,9.32217595494,5.30242099146,1.04139995992,0.227340534329,-0.835653960705,0.499998778105,1251.3,1659.7,0.753938,0.00124660239737,0.00580912763711,0.00888008314798,0.0132863631577,0.016203812163,0.0178810116772,0.0194364803412,0.0214208741874,0.0247394962641,0.024621550905,0.0249616310658,0.0253767914325,0.0249325574258,0.0240090199459,0.0218430248645,0.018199401185,0.0115613205082,0.00737430586897,0.00430864537366,0.00273591840743
cL3,11.9229479083,4.50213537832,1.04140001119,0.227342709899,-0.835651993752,0.500001072884,2591.2,3038.9,0.852669,0.0036102767617,0.0150053621477,0.0210541565387,0.030207305085,0.0354200298687,0.037440765765,0.0390606712086,0.0413343330895,0.0458776789152,0.0443417417393,0.0435947040363,0.0431079096735,0.0413389250693,0.0387115650486,0.0343358798834,0.0278747973379,0.018005917312,0.0114165919371,0.00656983115225,0.00411007366926
cR1,6.71646952629,8.73287105560,1.04139998555,0.220778331161,0.837412059307,0.499997973442,343.3,412.1,0.833132,0.00038653690028,0.00189214752813,0.00289608039158,0.00407019335857,0.00469201284282,0.00493043871655,0.00513310043112,0.00544802370604,0.00612430064543,0.00601626452974,0.00603381038696,0.00605750113197,0.00590608426647,0.00569021115437,0.00520828019661,0.00445639577461,0.00238780700954,0.00143973586494,0.000565070593045,0.000304461412946
cR2,9.31787894585,9.51737115780,1.04140006088,0.220778241754,0.837411701679,0.499998569489,717.1,812.2,0.882892,0.000957309264244,0.00432369055966,0.0062868387122,0.00875261677248,0.00999072545319,0.0103539067879,0.010617993464,0.0110796287161,0.0122146230871,0.0117687583046,0.0115656566365,0.0114076894141,0.0109287797299,0.0103232223953,0.00926428213481,0.0077242140681,0.00437007784378,0.00265777076347,0.00119118800165,0.000679587853662
cR3,11.9296364784,10.2839703560,1.04139998555,0.220777571201,0.837409198284,0.500003099442,1718.1,1828.4,0.939680,0.0028523689814,0.0116224412287,0.0157817304546,0.0216814023015,0.0244465306177,0.0249200718681,0.0251227797472,0.0257349347156,0.0277603849556,0.0262440193141,0.0252483072126,0.024449380582,0.0230371799103,0.0212741243887,0.0186956008748,0.0151613114797,0.00932299284457,0.00578292899029,0.00290339357562,0.00171464130893
R1,5.07442509303,14.4362595335,1.04140007032,0.630417943001,-0.593777954578,0.500000953674,284.5,378.0,0.752664,0.00021047749403,0.00130115357206,0.0021614234028,0.00314055493067,0.00372880446126,0.00404470525612,0.00435449397893,0.00478053137544,0.00555462983381,0.00559561336545,0.00574995416968,0.00590007842845,0.00586840400137,0.00576128338942,0.0053565684421,0.00461994250846,0.00256860815228,0.001576287892,0.000758945091643,0.000460820038042
R2,7.69097402449,15.1890108702,1.04140005925,0.630418598652,-0.593775868416,0.500002622604,852.3,1108.8,0.768669,0.000796435762374,0.00399014740704,0.00619419318216,0.0092055397217,0.011143865264,0.0122020496499,0.0131722844949,0.0144217001473,0.0165594136163,0.0164192781374,0.0165745833909,0.016752326829,0.0163992638685,0.0157379742704,0.0142968924036,0.0119186884498,0.00745141842639,0.00473504429958,0.0027347470521,0.00175195754172
R3,10.2893643058,15.9183362207,1.04140001206,0.630418598652,-0.593778550625,0.499999403954,3073.4,3797.0,0.809432,0.00381267455979,0.0161692833221,0.023151283046,0.0341121343291,0.0409628054308,0.0442954348259,0.0471394410756,0.0507953378447,0.0572448314255,0.0558879503176,0.0554339049586,0.0552833974786,0.0533902603332,0.0503019313869,0.0448621705748,0.0364854426182,0.0245129029703,0.0157925585389,0.0095444279478,0.00607777014004
