Viewname,X,Y,Z,nX,nY,nZ,EML,Lux,M/P,390,410,430,450,470,490,510,530,550,570,590,610,630,650,670,690,710,730,750,770
L1,5.04703145254,0.353925395362,1.04139999509,0.630651175976,0.593529343605,0.500001966953,625.5,675.8,0.925546,0.000459722854273,0.00339523122907,0.00601364589605,0.00804717191281,0.00891373065733,0.0090005796858,0.00906298672086,0.00931836187321,0.0101292346775,0.0101814731662,0.00961322402413,0.00905556434703,0.00820962456708,0.00708632816358,0.00595849384979,0.00477636859695,0.001743624395,0.000843411056837,0.000232581788168,0.00011287685811
L2,7.66664457321,-0.376248240471,1.04139998555,0.630653321743,0.593528628349,0.500000178814,1477.1,1571.2,0.940147,0.00157605176127,0.00894412445448,0.0143728322027,0.0191437046762,0.0211465319754,0.0212482612689,0.0213188168946,0.0218595876863,0.023636793562,0.0235653704058,0.0221262838101,0.0207995439334,0.0188117306561,0.0161795991067,0.0135672031219,0.0107767661376,0.00447896430945,0.0023000598565,0.000843991425713,0.00045415895496
L3,10.3024735401,-1.09727578803,1.04139998220,0.630650937557,0.593529284,0.500002384186,4621.5,4763.9,0.970097,0.00755360747919,0.0327426920624,0.0461100442549,0.0608186803077,0.0668005483629,0.0665026256729,0.0661773349632,0.0673646608653,0.0720317334584,0.0708375035849,0.0658826708027,0.061631009324,0.0554491739633,0.0472799107266,0.0393506118837,0.0307422300686,0.0160987827407,0.00921712604439,0.00392713099177,0.0021768435011
cL1,6.71534275768,6.09571763121,1.04140000289,0.227346614003,-0.835650920868,0.500001072884,1172.6,1258.7,0.931579,0.00158268236233,0.00736242958829,0.0111099923338,0.0149842251206,0.0167164675223,0.0168778493657,0.0170126763103,0.0175265128474,0.0189897890365,0.0188698824084,0.0177269955326,0.0167155591845,0.01513251088,0.0130066091059,0.0108832932983,0.00852980379885,0.00416876772462,0.00235537664288,0.00122288086371,0.000742446236855
cL2,9.32217595494,5.30242099146,1.04139995992,0.227340534329,-0.835653960705,0.499998778105,2732.4,2910.4,0.938836,0.0039815001446,0.0177910220084,0.0260340268541,0.0350392782071,0.0390399089875,0.0393378377229,0.0395737939443,0.040701982676,0.0439692448349,0.0435452702569,0.0407937897777,0.0384134854225,0.0347312776535,0.0297750876545,0.0248538376756,0.0193783187945,0.00981531405901,0.00557681100873,0.00294303243599,0.00178500666068
cL3,11.9229479083,4.50213537832,1.04140001119,0.227342709899,-0.835651993752,0.500001072884,7374.8,7679.2,0.960363,0.012983791843,0.0523581837369,0.0715785923215,0.095685422707,0.106136010201,0.106241044876,0.106231952431,0.108628803344,0.116359752055,0.114286432608,0.106322441611,0.0996526792543,0.0896853516239,0.0762767267405,0.0631787624348,0.0486635010598,0.0278809419843,0.0165482935493,0.00837126636743,0.00493265067562
cR1,6.71646952629,8.73287105560,1.04139998555,0.220778331161,0.837412059307,0.499997973442,615.5,633.6,0.971495,0.000851735439525,0.00412549699303,0.00619774411791,0.00816353209409,0.00891943686226,0.00885511264512,0.0087891440495,0.0089238191007,0.00956138907316,0.00942639134292,0.00879137786512,0.00821528543069,0.0073773778653,0.00632860558638,0.0053031493248,0.00419610513906,0.00190916535983,0.00104444870082,0.000443788545275,0.000250836061294
cR2,9.31787894585,9.51737115780,1.04140006088,0.220778241754,0.837411701679,0.499998569489,1271.6,1295.9,0.981278,0.00191761018039,0.00889625157906,0.0129648013875,0.0169792461562,0.0184832328037,0.0182856413834,0.0180960602626,0.0183317550156,0.0195815597432,0.0192343510401,0.0178818391579,0.0166822257585,0.0149656366914,0.0128289179901,0.0107644378331,0.0085229413903,0.00397069719763,0.00217163000516,0.000926957725944,0.000520416507028
cR3,11.9296364784,10.2839703560,1.04139998555,0.220777571201,0.837409198284,0.500003099442,2735.0,2708.8,1.009687,0.00515665001343,0.0212802994446,0.028703203772,0.0371657648842,0.0401200026714,0.0393077703833,0.0385780018624,0.038795395348,0.0410550041361,0.0399287922859,0.0368278239466,0.0341677727247,0.0304922845391,0.0259839972433,0.0217268857381,0.0170864345445,0.00886691045619,0.00503511525417,0.00216723850954,0.00120496905923
R1,5.07442509303,14.4362595335,1.04140007032,0.630417943001,-0.593777954578,0.500000953674,466.7,489.6,0.953249,0.000504046118454,0.00288703930827,0.00458298976289,0.00610894994688,0.00672324622058,0.00671612461082,0.00670593943931,0.00684729326672,0.00737711261859,0.00732125135854,0.00685628445017,0.00641926441914,0.00577694758847,0.00496412472969,0.00417104008037,0.00331592397324,0.00144904779993,0.000778431515953,0.000312540825452,0.000177981902347
R2,7.69097402449,15.1890108702,1.04140005925,0.630418598652,-0.593775868416,0.500002622604,1205.6,1248.7,0.965442,0.00173682962058,0.00815913247482,0.0119175990517,0.0158411427895,0.0174205078676,0.0173503648479,0.017282564463,0.0176104743896,0.0188785713164,0.018596898955,0.0173221549909,0.0161977613275,0.0145562076084,0.0124592449308,0.0104293926944,0.00819696073683,0.00398037794696,0.00221718027154,0.00106862280261,0.000635517805499
R3,10.2893643058,15.9183362207,1.04140001206,0.630418598652,-0.593778550625,0.499999403954,4593.5,4676.5,0.982245,0.00878212974753,0.0343970849315,0.0456397308494,0.0605866959859,0.0666668156554,0.0661739676146,0.0656795598325,0.0667174226123,0.0709894755934,0.0692671402698,0.0640712972207,0.0597552510697,0.0535197376335,0.045428443328,0.0376783545351,0.0290275030183,0.0167953311889,0.00999625917001,0.00537958647517,0.00325709625743
