Viewname,X,Y,Z,nX,nY,nZ,EML,Lux,M/P,390,410,430,450,470,490,510,530,550,570,590,610,630,650,670,690,710,730,750,770
L1,5.04703145254,0.353925395362,1.04139999509,0.630651175976,0.593529343605,0.500001966953,175.4,195.8,0.895808,0.000172981509795,0.00102636125264,0.00160527213368,0.00220514781065,0.00246972289694,0.0025149436762,0.00256365138546,0.00267392875982,0.00294285904852,0.00289936153859,0.00280720800902,0.00270957057939,0.00251354127786,0.00225753353198,0.00194512790623,0.00155648477158,0.000858558924889,0.000513464813232,0.000113593056059,3.45052285974e-05
L2,7.66664457321,-0.376248240471,1.04139998555,0.630653321743,0.593528628349,0.500000178814,365.9,384.3,0.952134,0.000512008924626,0.00247270083967,0.00355947566145,0.00478316523474,0.00526432146656,0.00526177935477,0.0052607065836,0.0053839001455,0.00581536148131,0.00561871557644,0.00535097019429,0.00510452318963,0.00468675169072,0.0041706871798,0.00356304987063,0.00282038688145,0.00157668989977,0.000939813362011,0.000290105973988,0.00012640502585
L3,10.3024735401,-1.09727578803,1.04139998220,0.630650937557,0.593529284,0.500002384186,1042.7,991.8,1.051385,0.00226197177671,0.00870682044172,0.0111373194011,0.01446614813,0.0154906203112,0.0150401162984,0.0145849031648,0.0144668486231,0.0151457517766,0.0141717840129,0.0131255942883,0.0122613519782,0.0110474563143,0.00964678548307,0.00809623287058,0.00627625990673,0.00375716129004,0.00227049251175,0.000983799381082,0.000534450722813
cL1,6.71534275768,6.09571763121,1.04140000289,0.227346614003,-0.835650920868,0.500001072884,230.0,241.7,0.951519,0.00034703511993,0.00155487279025,0.00221665270247,0.00298433755676,0.00330038786469,0.00331469571721,0.00331810751369,0.00339369579547,0.00366505210619,0.00352692307261,0.00335441169461,0.0032037991974,0.00294470744624,0.00262838710956,0.0022468692318,0.00177847454239,0.00100123346619,0.000601173848724,0.000299486084036,0.000180209722212
cL2,9.32217595494,5.30242099146,1.04139995992,0.227340534329,-0.835653960705,0.499998778105,531.1,552.9,0.960518,0.000885328350635,0.00373432578229,0.00513393203355,0.00690300796497,0.00763788559557,0.00766092221261,0.00765569902025,0.00781367827497,0.00840893352254,0.00804639674614,0.00761814976946,0.00726256030213,0.00666310492097,0.00592917917002,0.00505392951587,0.00397005100679,0.00234889787708,0.0014292972696,0.000778679417174,0.000476762721196
cL3,11.9229479083,4.50213537832,1.04140001119,0.227342709899,-0.835651993752,0.500001072884,1381.1,1412.4,0.977855,0.00268261967511,0.0103670459709,0.0135179020183,0.0180962261447,0.0199727464081,0.0199400943944,0.0198303700706,0.0201461229515,0.021523859415,0.0204733706969,0.0192659625023,0.0182913722036,0.0167263069574,0.0147841821325,0.0125312564606,0.00974783160214,0.00615103096066,0.00381018013844,0.00213741281832,0.0013094475733
cR1,6.71646952629,8.73287105560,1.04139998555,0.220778331161,0.837412059307,0.499997973442,215.7,221.1,0.975725,0.000340157365868,0.00152603097848,0.00216140258605,0.00286837206605,0.00312922352348,0.00310485286267,0.00307879056768,0.00312497283011,0.00335243082462,0.00321357672426,0.00304411277339,0.00289145189899,0.00264457555989,0.00235232958677,0.0020090007246,0.00159410068219,0.000869437397994,0.000513876105735,0.000192633446214,0.00010042107734
cR2,9.31787894585,9.51737115780,1.04140006088,0.220778241754,0.837411701679,0.499998569489,439.2,431.9,1.016814,0.000805350124245,0.00336694910751,0.00455744406751,0.00597830689264,0.0064535157127,0.00633190277941,0.00620044961385,0.00621498823363,0.00658219006762,0.00621901945802,0.0058162043326,0.00547208713332,0.00496262363935,0.00437828676192,0.00371313473841,0.00291928237395,0.00164152815571,0.000974883065208,0.000414727637803,0.000225525354017
cR3,11.9296364784,10.2839703560,1.04139998555,0.220777571201,0.837409198284,0.500003099442,1023.2,945.9,1.081748,0.00235814805697,0.00890338386919,0.0112465556395,0.0144565366878,0.0153401498898,0.0147593225389,0.0141838302333,0.0139467766141,0.0144751438163,0.0134235772428,0.0123359386679,0.0114425807041,0.0102495800693,0.00891565379542,0.00747272911189,0.00579000250392,0.00346302116118,0.00208501593994,0.00094000274934,0.000519314388996
R1,5.07442509303,14.4362595335,1.04140007032,0.630417943001,-0.593777954578,0.500000953674,169.8,188.4,0.901442,0.000179972440792,0.00102019677277,0.00157294127348,0.00215009230702,0.00239819352031,0.00243366021663,0.0024754994223,0.00257766830741,0.00283279803612,0.0027853512143,0.00269513618619,0.00260007476318,0.00241271095583,0.00217033486074,0.00187613908788,0.00150518905128,0.000840375058028,0.000506428247798,0.00013018347782,4.90448656662e-05
R2,7.69097402449,15.1890108702,1.04140005925,0.630418598652,-0.593775868416,0.500002622604,358.1,374.1,0.957208,0.000516914070553,0.00246389355215,0.00351511157386,0.00470377536601,0.00516239182241,0.00514759842654,0.00513738817576,0.00524965743593,0.00566309124475,0.00546160289938,0.00519806725436,0.00495475665073,0.00454883252259,0.00405159234948,0.00347160587269,0.00275486140795,0.00157873107431,0.000952118595358,0.000308936208079,0.000142783763844
R3,10.2893643058,15.9183362207,1.04140001206,0.630418598652,-0.593778550625,0.499999403954,1031.8,989.2,1.043074,0.00222370084863,0.00854787179504,0.010936019172,0.0142297961338,0.0152855295109,0.0148820613452,0.0144710945147,0.0143959813253,0.0151009123141,0.0141528368063,0.0131356068193,0.0122986182072,0.0111074173875,0.00972830027481,0.00819699596788,0.00637042650639,0.00388413666692,0.00236779522998,0.0011417572397,0.000656884369827
