Viewname,X,Y,Z,nX,nY,nZ,EML,Lux,M/P,390,410,430,450,470,490,510,530,550,570,590,610,630,650,670,690,710,730,750,770
L1,5.04703145254,0.353925395362,1.04139999509,0.630651175976,0.593529343605,0.500001966953,375.6,423.0,0.887850,0.000402536925252,0.00221204763074,0.00342851735154,0.00470417988974,0.00526872182447,0.00536212539636,0.00549472429572,0.00576928113126,0.00635702424734,0.00636531744726,0.00610463242389,0.00583437409754,0.00533685627169,0.00465951198429,0.00393581752724,0.00308969165041,0.00172517924602,0.0010283105025,0.00020902688987,5.31193241087e-05
L2,7.66664457321,-0.376248240471,1.04139998555,0.630653321743,0.593528628349,0.500000178814,690.2,732.9,0.941672,0.000994959079012,0.00469556913636,0.00674359889169,0.00901582963416,0.00989820193152,0.0098750304178,0.00991670573895,0.0102171607627,0.0110708554549,0.0108897368035,0.0103030507339,0.00975301297126,0.00884814547214,0.00767608145543,0.0064486010627,0.00502756249339,0.00283880903001,0.0016907359578,0.00044793937911,0.000166681832392
L3,10.3024735401,-1.09727578803,1.04139998220,0.630650937557,0.593529284,0.500002384186,1659.1,1591.9,1.042221,0.00371654933211,0.0141308259141,0.0179840614102,0.0231283220549,0.0246215946977,0.0237995399778,0.0231082139982,0.0230542057355,0.0242249297645,0.0230946591901,0.0213048289704,0.0197917779112,0.0176523235244,0.0150911856064,0.0124969474097,0.0095843272522,0.00564894210312,0.00338376071792,0.00133052511855,0.000685516138486
cL1,6.71534275768,6.09571763121,1.04140000289,0.227346614003,-0.835650920868,0.500001072884,386.9,398.7,0.970457,0.000615328444411,0.00273573848237,0.00386958455502,0.00513031850927,0.00560318253896,0.00555755812732,0.00552230309992,0.00562480913859,0.00603853570298,0.00587664991339,0.00551769582768,0.00519647951004,0.00469305398106,0.00406698771072,0.00340811921133,0.00265474669094,0.00142252868071,0.000831519035529,0.000363839732297,0.000209602644381
cL2,9.32217595494,5.30242099146,1.04139995992,0.227340534329,-0.835653960705,0.499998778105,796.5,801.3,0.993997,0.00145208697476,0.00600463494771,0.00812844295883,0.0106979180288,0.011623324864,0.0114530206112,0.0112994038479,0.0114306556173,0.0121745460352,0.0117419459169,0.0109423144273,0.0102596250229,0.0092263412101,0.00796306737753,0.00664753786979,0.00514063020647,0.0028669806373,0.00169453094147,0.000831711669065,0.000490210799758
cL3,11.9229479083,4.50213537832,1.04140001119,0.227342709899,-0.835651993752,0.500001072884,1956.1,1902.9,1.027968,0.00432030609805,0.0162103110432,0.0205919291336,0.0267915397111,0.028853011098,0.0281379949706,0.0274872982536,0.0275303800399,0.0289964178032,0.0276567904926,0.0255278791006,0.0237832953051,0.0212538643863,0.0181994450694,0.0150745145989,0.0115164642773,0.00694911861506,0.0042032060603,0.00218908173015,0.00129890794628
cR1,6.71646952629,8.73287105560,1.04139998555,0.220778331161,0.837412059307,0.499997973442,394.4,408.3,0.966021,0.000625088474874,0.00278911713208,0.00396317025315,0.00523824987746,0.00570616820423,0.00565307908857,0.00562651557642,0.00574387905168,0.00617771092583,0.00602965574337,0.00567475183784,0.00534426164046,0.00482846031677,0.0041898902414,0.00352021063979,0.00275527214096,0.00148353328348,0.000870079599458,0.000302212212422,0.000152683949989
cR2,9.31787894585,9.51737115780,1.04140006088,0.220778241754,0.837411701679,0.499998569489,747.7,741.1,1.008939,0.00141325878413,0.00581888265282,0.00783199581144,0.0102026532942,0.0109767222792,0.0107290459599,0.0105300410272,0.0106094546658,0.011262766529,0.0108321673271,0.0100727651367,0.00941142653283,0.00843700603452,0.00727048162262,0.0060690263296,0.00470490839474,0.00262595041532,0.00154945776735,0.000621992465943,0.000330363629246
cR3,11.9296364784,10.2839703560,1.04139998555,0.220777571201,0.837409198284,0.500003099442,1586.7,1487.7,1.066548,0.00375978330236,0.0139951888302,0.0175755667864,0.0224184702918,0.023710049236,0.0227714600862,0.0219598923222,0.0217429296861,0.0226879072645,0.0214524155143,0.0196654751411,0.018173280422,0.0161278735045,0.0137572489858,0.0113852223971,0.00873208682297,0.00516374128614,0.00309357041764,0.00134537500088,0.000736532434901
R1,5.07442509303,14.4362595335,1.04140007032,0.630417943001,-0.593777954578,0.500000953674,375.9,423.8,0.886928,0.000401764365195,0.00221512674561,0.00342671339513,0.00470320745092,0.00527000302634,0.0053654196015,0.00550187858849,0.00578019936656,0.00636983791423,0.00637827176066,0.00611853884829,0.00584517970575,0.00534657626459,0.00467021924982,0.00395194655119,0.00310819271084,0.00175421766989,0.00105112840835,0.000214397245011,5.64070866767e-05
R2,7.69097402449,15.1890108702,1.04140005925,0.630418598652,-0.593775868416,0.500002622604,689.9,735.4,0.938151,0.00100250681118,0.00468664028011,0.00671484931511,0.0089872108149,0.00987806420713,0.00986772888571,0.00992436987534,0.0102421507919,0.0111074081662,0.0109343668003,0.0103533076902,0.00980459398267,0.00889656907912,0.00772499018301,0.00650362077158,0.00508040108244,0.00292400785546,0.00175833583837,0.000473182990997,0.00018231555466
R3,10.2893643058,15.9183362207,1.04140001206,0.630418598652,-0.593778550625,0.499999403954,1626.4,1562.9,1.040621,0.00364022716987,0.0138328102284,0.017577655607,0.0226190937583,0.0241122103713,0.0233378897609,0.0226818638595,0.0226415884107,0.0237873740541,0.0226765962079,0.0209165984331,0.019436513599,0.0173390312096,0.0148379339713,0.0123179087884,0.00946282294569,0.0056624694412,0.00341531003922,0.0014217319127,0.000759111076853
